path	blob	status	findings	reason
.agents/skills/grill-with-docs/SKILL.md	62b9efb6f991d1b229adee7506962f13ced0c499	excluded		Skill or supporting resource excluded at user request.
.agents/skills/grill-with-docs/agents/openai.yaml	2516d2124daa76a7b33d7396bce41490d4a59c29	excluded		Skill or supporting resource excluded at user request.
.agents/skills/grilling/SKILL.md	8ca78c6d8f901aab0c5a1f896034b70e666ff2a3	excluded		Skill or supporting resource excluded at user request.
.agents/skills/grilling/agents/openai.yaml	d26b9de5582eae8584d7a8bf7bf4dc7b3cacf280	excluded		Skill or supporting resource excluded at user request.
.agents/skills/handoff/SKILL.md	5ab73b730847943f6f7404a98c259cb7943715e0	excluded		Skill or supporting resource excluded at user request.
.agents/skills/handoff/agents/openai.yaml	f2bf49781e02d633b1d4d46c07a4ca99278e3825	excluded		Skill or supporting resource excluded at user request.
.agents/skills/implement-spec/SKILL.md	4652ca5e1c606720bdee23d88b2466c1d48c09cd	excluded		Skill or supporting resource excluded at user request.
.agents/skills/implement-spec/agents/openai.yaml	f991b2cfc103cd49e3d2bba95ebe648b8cbac3b8	excluded		Skill or supporting resource excluded at user request.
.agents/skills/implement/SKILL.md	a4caa1a3575c5066568143362d92bc45c965c882	excluded		Skill or supporting resource excluded at user request.
.agents/skills/implement/agents/openai.yaml	6b3f6ce436a17024953ebdd8854af0833092d2ad	excluded		Skill or supporting resource excluded at user request.
.agents/skills/improve-codebase-architecture/HTML-REPORT.md	ac01cfd225a0b885e1e9dbd258ab3e61f4aa16d2	excluded		Skill or supporting resource excluded at user request.
.agents/skills/improve-codebase-architecture/SKILL.md	a0ff9b0b90dd8731da6b07c286d8016a6744021b	excluded		Skill or supporting resource excluded at user request.
.agents/skills/improve-codebase-architecture/agents/openai.yaml	fa4938d99a4e1b66ca5cfd5a7c10f34e4df57623	excluded		Skill or supporting resource excluded at user request.
.agents/skills/loop-me/SKILL.md	bbc3e6f3d4f30ba6e1b56aa32934dc98e3f40449	excluded		Skill or supporting resource excluded at user request.
.agents/skills/loop-me/agents/openai.yaml	4e30782b1d7fdd6197ac86de0ce84683e9edb770	excluded		Skill or supporting resource excluded at user request.
.agents/skills/migrate-to-shoehorn/SKILL.md	96a077acb3e9382bfe742e3995b5d54770dfed2f	excluded		Skill or supporting resource excluded at user request.
.agents/skills/migrate-to-shoehorn/agents/openai.yaml	67571f415c7fc1bb375fa2d715fa5d476dbc8989	excluded		Skill or supporting resource excluded at user request.
.agents/skills/prototype/LOGIC.md	65a7217812b1392c569374f2acd68d6c9ce579f6	excluded		Skill or supporting resource excluded at user request.
.agents/skills/prototype/SKILL.md	a0044501fe0d385b4d8575b610188ede9b236ccf	excluded		Skill or supporting resource excluded at user request.
.agents/skills/prototype/UI.md	1cb8e084f719ade70611d02beeff36e82c0576ce	excluded		Skill or supporting resource excluded at user request.
.agents/skills/prototype/agents/openai.yaml	a34dfcec96c0ce864ef58a99d33c88b22e507394	excluded		Skill or supporting resource excluded at user request.
.agents/skills/research/SKILL.md	fecee97e9457ba039678d2fcf1b1bc9fca78307d	excluded		Skill or supporting resource excluded at user request.
.agents/skills/research/agents/openai.yaml	2e331aeaa7ffecf3a51e926505084dae0afce24f	excluded		Skill or supporting resource excluded at user request.
.agents/skills/resolving-merge-conflicts/SKILL.md	c667e43ef440e9df59b17dbe5f0b3c2f8dd3fa74	excluded		Skill or supporting resource excluded at user request.
.agents/skills/resolving-merge-conflicts/agents/openai.yaml	18fff1d9188e9b777e1806e72b97755138be236c	excluded		Skill or supporting resource excluded at user request.
.agents/skills/retro/SKILL.md	60cbe5139bfafcc809c76e3e7f892373d2ecdbb1	excluded		Skill or supporting resource excluded at user request.
.agents/skills/retro/agents/openai.yaml	5af65bd170332271b555113728d9d96a4aa9e263	excluded		Skill or supporting resource excluded at user request.
.agents/skills/scaffold-exercises/SKILL.md	d87df28e7d8abb4e57ecc6e47d71c274d16054c7	excluded		Skill or supporting resource excluded at user request.
.agents/skills/scaffold-exercises/agents/openai.yaml	5c8488a4f74a9124ecdbe14f77a6f01adbedaba8	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-matt-pocock-skills/SKILL.md	66afbe88b96551fc0402226eb4c3a3a0f7de7fec	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-matt-pocock-skills/agents/openai.yaml	cff87daf2d7e8887ad18e73b6c633abf101b9d73	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-matt-pocock-skills/domain.md	35249041162b1eed5b873d97fc430fb3e4adb18f	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-matt-pocock-skills/issue-tracker-github.md	b258aeb3c44420a2464b72ba228b77b4b3abbaea	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-matt-pocock-skills/issue-tracker-gitlab.md	251035a6d74b4af8d68f066b8d7f1cef90904570	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-matt-pocock-skills/issue-tracker-local.md	0209a19af92c9c485cf3acc3d9e253171517ea17	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-matt-pocock-skills/triage-labels.md	b716855d485f3865f9dfde2a82141721f065b2e7	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-pre-commit/SKILL.md	1b9708168263067adb4684d06ebb8f4ccfe9682c	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-pre-commit/agents/openai.yaml	5c3e7bb3ea041f7ab0c225958944a36dec65d096	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-ts-deep-modules/SKILL.md	8faaee817167e49645997d592e7080dffaa15c1d	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-ts-deep-modules/agents/openai.yaml	801563ed941c548fa1d60e7f05ccbbb7b5cd764d	excluded		Skill or supporting resource excluded at user request.
.agents/skills/setup-ts-deep-modules/dependency-cruiser.config.cjs	0b2716058cd26df1124fe000cbd29720bfe214d7	excluded		Skill or supporting resource excluded at user request.
.agents/skills/tdd/SKILL.md	8fc086710806190ee7c4baa32089cb877a75736a	excluded		Skill or supporting resource excluded at user request.
.agents/skills/tdd/agents/openai.yaml	3bb54596710a35e0632ea4efb3251b4c50c280fb	excluded		Skill or supporting resource excluded at user request.
.agents/skills/tdd/mocking.md	1a6d4b01c99f90e5925f07799b8888af3dffec64	excluded		Skill or supporting resource excluded at user request.
.agents/skills/tdd/tests.md	bd799e4952aa71a848bcd41b714316d8b2f606b0	excluded		Skill or supporting resource excluded at user request.
.agents/skills/teach/GLOSSARY-FORMAT.md	fdd7e366ad9760588b28981e42b3d3b561e56aca	excluded		Skill or supporting resource excluded at user request.
.agents/skills/teach/LEARNING-RECORD-FORMAT.md	953c61422776b47612c3c945920358ad7b5daee7	excluded		Skill or supporting resource excluded at user request.
.agents/skills/teach/MISSION-FORMAT.md	3c01f9a1120676552bc750ec29c2a558c244d899	excluded		Skill or supporting resource excluded at user request.
.agents/skills/teach/RESOURCES-FORMAT.md	18b588c8b6f96a50ae2352f264928c643d2782e4	excluded		Skill or supporting resource excluded at user request.
.agents/skills/teach/SKILL.md	f148fc8d0ad72b83fce901ca5aede1d0b4f1122b	excluded		Skill or supporting resource excluded at user request.
.agents/skills/teach/agents/openai.yaml	6361f6d1ba6d5173c6f7a068448126e95b3def78	excluded		Skill or supporting resource excluded at user request.
.agents/skills/to-questionnaire/SKILL.md	c9e4cdd0b2d0fb27dbe672369bbc6a4ed1049612	excluded		Skill or supporting resource excluded at user request.
.agents/skills/to-questionnaire/agents/openai.yaml	d8479d1aff22959c83d4916a39f2bf3da39cf5d1	excluded		Skill or supporting resource excluded at user request.
.agents/skills/to-spec/SKILL.md	3f52599ae2a4347aee5a07432c2707518e691a7f	excluded		Skill or supporting resource excluded at user request.
.agents/skills/to-spec/agents/openai.yaml	636d4019223c4de7a62830aec21f7b7678b0f8de	excluded		Skill or supporting resource excluded at user request.
.agents/skills/to-tickets/SKILL.md	e868c831fcfb1e124e010bcdf84a429ec879160f	excluded		Skill or supporting resource excluded at user request.
.agents/skills/to-tickets/agents/openai.yaml	04ab1acac85e52f2bb17504e45cbee45076b1135	excluded		Skill or supporting resource excluded at user request.
.agents/skills/triage/AGENT-BRIEF.md	544451e4d7c5e7c0c52b63e5842cf11d93e3c1b0	excluded		Skill or supporting resource excluded at user request.
.agents/skills/triage/OUT-OF-SCOPE.md	3b20ec28a659adbbc8cd2be621ffd757397a9385	excluded		Skill or supporting resource excluded at user request.
.agents/skills/triage/SKILL.md	de53e2bb0ecf7c5fe985a0c3886a05ad0f33c33a	excluded		Skill or supporting resource excluded at user request.
.agents/skills/triage/agents/openai.yaml	64cd56b6aa90ff1c332ec1e3cfdc3d83e70ddcbf	excluded		Skill or supporting resource excluded at user request.
.agents/skills/wait-what/SKILL.md	ff7c6c1489f17487327df3b5311a4b55d4ef03a0	excluded		Skill or supporting resource excluded at user request.
.agents/skills/wait-what/agents/openai.yaml	388b9b129534e0bb69e09b4c692b48274398ba0d	excluded		Skill or supporting resource excluded at user request.
.agents/skills/wayfinder/SKILL.md	812805b760baf328db0ebdef6f3807e381f97016	excluded		Skill or supporting resource excluded at user request.
.agents/skills/wayfinder/agents/openai.yaml	38d83a0155c341944bf537c88cc287ae2fd7d15a	excluded		Skill or supporting resource excluded at user request.
.agents/skills/wizard/SKILL.md	c4294ad8298b9b95fc727496b1b802b1f7363fba	excluded		Skill or supporting resource excluded at user request.
.agents/skills/wizard/agents/openai.yaml	a8c68c0e5ee50ad8ce88b271e042e878d1d23b2c	excluded		Skill or supporting resource excluded at user request.
.agents/skills/wizard/template.sh	1b3cdf40ad4923a9845fd682653d8cc4510f516e	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-beats/SKILL.md	3d3b25b605491adc5c62ae5423127717a94b9632	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-beats/agents/openai.yaml	edf2b9658bd1e214c4d6059dc5fb955833b34a93	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-for-agents/SKILL-MECHANICS.md	9cdbdb22aadc438755392216e75ad9a14cc9832e	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-for-agents/SKILL.md	a37608daf6e835e767deecfb498facecaaba82ba	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-for-agents/agents/openai.yaml	aa418caa298f507a6fd8a7927f20844e1b8f0e9e	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-fragments/SKILL.md	e3609558fbcd2a66fcf074ec5277ff9759cbdbde	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-fragments/agents/openai.yaml	c65364b3de618e507b9cb292c205c742acf2213a	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-shape/SKILL.md	f4bf9baf9365195d776b9f3a6695c82da3caa3df	excluded		Skill or supporting resource excluded at user request.
.agents/skills/writing-shape/agents/openai.yaml	1dccc996b3f8560828532a6d16ee259ac422f0e3	excluded		Skill or supporting resource excluded at user request.
.dockerignore	68a0f8831ac8737c92094529e33a30b1c3a07cda	reviewed-no-change		Ignore patterns contain no explanatory comments; preserve build-context exclusions.
.env.example	cf15151238cea448ae2a4d141909b88ff37a7884	reviewed-no-change		Short comments distinguish runtime secrets, issuer verification and SDK environment names.
.github/workflows/ci.yml	a16ebcede3a133212b29c32d69a3b6e78472587d	reviewed-no-change		Workflow steps state the checks they run; no prose comments needing edits.
.github/workflows/deploy-gate.yml	a26ea85cc9fb7fd7d44b0e9bfd2a0e1f62a69183	reviewed-no-change		No explanatory comments; workflow behavior is evidence for release documentation.
.github/workflows/deploy.yml	f6ebb0f2293fe550645b88f73bf83d66f88c91a9	reviewed-no-change		No explanatory comments; publication steps are evidence for docs and do not prove a live deployment.
.github/workflows/docker-publish.yml	cedffad0a892f5a5821c073ad6d23679067475b8	reviewed-no-change		Workflow step names describe image validation and runtime checks; no comment edits needed.
.github/workflows/release-please.yml	eefe41c66d756addf13c754c149d775e6009895d	reviewed-no-change		Version-tag and immutable-image comments explain assumptions rather than repeat shell syntax.
.gitignore	a7e6327b60eea8b3cfa46c5483b8448ed804da98	needs-edit	L21: shorten the scratch-directory comment to its current purpose; retain ignore patterns unchanged.	Section headings include obsolete migration-specific narration.
.husky/pre-commit	cb2c84d5c3c6cf8a76a3f007b875398b854369ca	reviewed-no-change		One command, no editorial material.
.npmrc	78cb106ff8364155cf9a9cce2cbfa5d68e69f245	reviewed-no-change		Registry mapping only; it has no token interpolation despite Dockerfile commentary.
.prettierignore	5322d7feeaeae76b7cb1abac69cfbb2992b11e76	reviewed-no-change		Lockfile patterns only; no editorial material.
.release-please-manifest.json	275a79aabcb150d20642daafea989a84d1f80f65	excluded		Tool-maintained release version manifest; preserve generated release metadata.
.vscode/settings.json	00b5278e580c31563782a9c795dd37053c9fe045	reviewed-no-change		Editor settings only; mark routeTree.gen.ts as generated in coverage.
CONTEXT.md	1c7d2401d808d1387fdd3a961a6b051d9747c29c	reviewed-no-change		Short domain glossary separates organization, developer application, identity provider, customer and staff. Keep vocabulary rather than folding it into implementation docs.
DEPLOYMENT.md	dac0221fd1c0f87c240b392799d3498b98fdca31	needs-edit	L3 and L17: keep unverified platform gates explicit, but move research-environment history to the linked tracker. | L29: staging requires a distinct BFF app ID and labels; docker-compose.prod.yml hardcodes BFF_APP_ID and Pangolin keys, so explain that setting .env alone does not implement this. | L53-L59: preserve required live-platform checks and distinguish them from local smoke checks; do not claim release gates passed. | Consolidate overlapping environment/build instructions with the planned setup and configuration references.	Mostly current SDK deployment guidance; separate durable instructions from investigation history and clarify environment overrides.
Dockerfile	ab3db2ca22be2f243c9cc6f16659c0b7d136a735	needs-edit	L15-L17: .npmrc only sets registry; RUN writes token auth to /tmp/build.npmrc. Correct the comment and move full build instructions to deployment docs. | L29: delete comment narrating COPY . .; L32: replace the ambiguous root-build explanation with Build the web app; root has a forwarding build script, not an independent artifact. | Retain the workspace manifest dependency requirement, secret-mount purpose and runtime output boundary.	Decorative headers and redundant narration obscure several useful build constraints.
LOCAL_DEV.md	dab944bc007db896ad31e852ad2f6efabe01a684	needs-edit	L11-L14 and command table: db:* scripts are absent from root and app package.json; replace with current pnpm setup and Valkey/Wallow requirements. | L29 and connection examples: remove obsolete DATABASE_URL/local database credentials; docker-compose.yml provisions Valkey, not PostgreSQL. | L136 onward: docker-compose.dev.yml and Portainer/db deployment instructions do not match tracked Docker Compose and Dockhand guidance. | Replace the guide rather than compressing its obsolete instructions; validate the replacement commands and clearly distinguish fixture tests from live Wallow development.	Current-looking setup guide describes a removed PostgreSQL/Drizzle workflow.
README.md	33af5b14f702d53b76d7661fe438f9a6135e85e0	needs-edit	L2: logo points at absent root public directory; use apps/web/public/BC-Solutions-no-background.svg. | L39-64: remove promotional overview and duplicate highlights/stack material; distinguish Wallow backend PostgreSQL from app runtime requirements. External PostgreSQL version is unverified. | L59: replace iron-webcrypto session ownership with published SDK BFF and Valkey session storage; packages/auth/src/bff.ts and session.ts are the implementation. | L96: old api/notifications/stream.ts route is absent; apps/web/src/start.ts mounts /api/events?subscribe=Notifications,Inquiries. | L117: not every package exposes only src/index.ts; describe declared package.json exports, including @bcordes/auth/bff and config subpaths. | L71-84,128-147: preserve pinned setup and verification commands, but add a docs index for setup/configuration, architecture, integration and testing lookup.	Entry point mixes current workspace setup with obsolete auth and route descriptions.
apps/web/.storybook/main.ts	44d0cc4fb26c452b2428f49024eb6ad54a877996	reviewed-no-change		main.ts contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/.storybook/preview.ts	6f4a733037e663e95f346ac203b01c94cc79e0d8	reviewed-no-change		preview.ts contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/CHANGELOG.md	0c50826d21ceeeed454843650f934eb1b569559e	reviewed-no-change		Release history, not current implementation guidance; preserve historical entries and commit links.
apps/web/components.json	3176aeae0ebaa00dba668de2cd7a6b723dda09b3	reviewed-no-change		components.json contains machine configuration, no editorial comments.
apps/web/e2e/README.md	ceb04d226cdd3f06d352eeaf2fee162370057957	reviewed-no-change		Browser commands and fixture isolation match playwright.config.ts, auth fixture, and setup.ts; concise operational documentation.
apps/web/e2e/fixtures/auth.ts	743df5c60273aab9fdd1bb91bf6cc055fef2a137	reviewed-no-change		auth.ts contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/e2e/fixtures/setup.ts	ca9db504f2d4db60aea225cf15853ad3fee06184	reviewed-no-change		setup.ts contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/e2e/mocks/api.ts	ee2a6fb1b73f98e9a94cb99b6961c0389181d760	needs-edit	L6-14: Remove obvious property/wrapper descriptions; pattern and handler types already state these facts. | L23-36: Remove lengthy mockWallowApi example or move browser interception guidance to testing docs. Clarify it intercepts browser requests, not SDK calls made inside server functions.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/e2e/tests/contact-form.spec.ts	895e5531ba20ca65341b4178fc7b80b40d864337	needs-edit	L3-6,33-41,69-139: Remove helper and action/assertion narration. Keep a shorter L28-29 explanation that the footer also has an Email label.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/e2e/tests/dashboard.spec.ts	62051c4170588fff5d75c6f24d721de9ccb6ef0f	reviewed-no-change		dashboard.spec.ts contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/e2e/tests/public-pages.spec.ts	f90e1233fa77f098753439c7e656c319e93bfb7d	needs-edit	L88-90,167-168: Shorten selector-ambiguity rationale to one sentence; preserve why heading/textbox roles are selected. | L125-126,173: Delete descriptions of obvious heading/submit selectors.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/e2e/tests/sdk-boundaries.spec.ts	64b972db31e2ad2a0dc61df1e2a049a6051af265	reviewed-no-change		sdk-boundaries.spec.ts contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/package.json	e3b41c1f94fda5c456717bad491b29ff94b9b024	reviewed-no-change		package.json contains machine configuration, no editorial comments.
apps/web/playwright.config.ts	d1087a9b368ee0db00d3499c2c87651170a8f5c3	reviewed-no-change		Useful build artifact and port-allocation constraints match webServer and E2E environment setup.
apps/web/public/BC-Solutions-no-background.svg	1f393a2ec5de36e72146e6da47dabcba9cbd63bd	excluded		Generated vector artwork consisting of exported path data; root review found no editorial comments.
apps/web/public/Cordes-Resume.pdf	04c3f1b83fdf67f2cd9db9fe81572278d95cca71	excluded		.pdf static visual/document asset; excluded from source-comment and developer-documentation review.
apps/web/public/favicon.ico	8af256e4005b7dbb1471dc5be13336d5516bd8e7	excluded		.ico static visual/document asset; excluded from source-comment and developer-documentation review.
apps/web/public/images/projects/bcordes.svg	f316d503fc4ab5ae47e2bfdc1d4dae7db3c0074d	excluded		Generated vector artwork consisting of exported path data; root review found no editorial comments.
apps/web/public/images/projects/wallow.svg	cfa79dc810fca4e9c07cd35bbbc6e5af6fbff396	excluded		Generated vector artwork consisting of exported path data; root review found no editorial comments.
apps/web/public/logo-cropped.png	4a9fcfd7002823a4470d1981f64f49b3063108c0	excluded		.png static visual/document asset; excluded from source-comment and developer-documentation review.
apps/web/public/logo.png	6fa57ca650390dc8ab9f73fb8e59141a205b59d9	excluded		.png static visual/document asset; excluded from source-comment and developer-documentation review.
apps/web/public/manifest.json	a6936f012c59323e4e293219379f9ddb094d23f8	reviewed-no-change		manifest.json contains machine configuration, no editorial comments.
apps/web/public/profile-picture.png	bfbc6ec0cc89c1b70c2275eee5ca24e8133c578e	excluded		.png static visual/document asset; excluded from source-comment and developer-documentation review.
apps/web/public/robots.txt	6bf646e5ca1c44df87947380f57f777e02640369	reviewed-no-change		Only a protocol reference comment; retain with crawler directives.
apps/web/public/sitemap.xml	bb5773fe0fc95955d95d22b7b12c4a7499b9b572	reviewed-no-change		Machine-consumed sitemap, not implementation documentation; no editorial comments. Its stale routes require separate runtime/content scope.
apps/web/public/sw.js	8e8dfd0e1ecfe8bbb80ba750048a2fd0dabad1a9	reviewed-no-change		Service-worker behavior with no comments or prose documentation.
apps/web/public/tanstack-circle-logo.png	9db3e67bade15d9ced50bdfc2393359c5f6f5712	excluded		.png static visual/document asset; excluded from source-comment and developer-documentation review.
apps/web/public/tanstack-word-logo-white.svg	b6ec5086c2d6455012c1f6dcf5c3b51f58057a9e	excluded		Third-party TanStack logo artwork; no editorial comments, confirmed by root review.
apps/web/src/__tests__/about-feature-module.test.ts	44a55ce62dfcfd1c7d5b76d35b788d1e6c4011ea	needs-edit	L6-26,32-35: Replace migration/scout narrative with a short current module-boundary purpose. Keep the ValueIcon public-export constraint if needed, without task history. | L38-39,106-108: Preserve short reasons for split stale-path strings and runtime dynamic import.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/app-shell-module.test.ts	28f2c59ed3cc1eb8dbf67ede1be2c2a7e31bfe51	needs-edit	L6-37,46-50,65-96: Delete migration itinerary and repetitive declarations; move lasting app-layer boundary explanation to architecture docs. | L127-130,252-255: Keep concise import-mocking and dynamic-import rationale.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/architecture-cleanup.test.ts	a954e642376671b61d0d2420262bf5873369ecdc	needs-edit	L6-27: Replace lengthy migration history with current boundary coverage and a docs reference. | L331-337: Existing assertion requires retirement prose in eslint.js. Cleanup must preserve meaning or minimally adapt this existing assertion; add no source assertions. | L46-47,396-520: README/CLAUDE headings and tree formatting are asserted literally; coordinate documentation moves with these existing tests. | L431-432: Remove stale claim that components/layout and components/shared remain; the test itself asserts those directories are absent.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/contact-feature-module.test.ts	6ed4239cb486430e2ec100ac84fb35049698807c	needs-edit	L6-34,47-70: Remove task/scout narrative; preserve concise fact that contact consumes inquiries through its public module and keeps its schema internal. | L98-101,243-245: Condense import-mocking and dynamic-import rationale; retain why nonliteral strings avoid scan self-matches.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/dead-code-animated-text.test.ts	0fbf61bf6abaf8e54c03129da8aca410e542ab68	needs-edit	L6-22,37-40: Delete dead-code scout/migration history and repeated path explanations. Preserve split-string and scan exclusion constraints near their code. | L53-55,89-101: Remove decorative separators; condense regex explanation to its matching boundary.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/dead-code-use-mobile.test.ts	1db6102e5cbadfe58fa002bd5bc8dcf377431f15	needs-edit	L6-29,44-47: Remove historical scout narrative and obsolete task ownership; retain why the import pattern is assembled from fragments. | L63-65,100-104: Remove decorative separators and condense matching semantics.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/docs-workspace-layout.test.ts	25629318584b315cdc5cbe6263b77665ae64dbc8	needs-edit	L6-18: Replace stale route-file path and pre-migration README/CLAUDE status with current purpose. SSE is routed by apps/web/src/start.ts, not the named route file. | L26-31,38-41: Shorten package discovery and stale-path rationale. | L128-168: Existing tests require exact README Project Structure heading/package mentions; docs restructuring must account for them without adding source assertions.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/feature-architecture.test.ts	f107640d1b68212fc9de4cf0dd62b1bf90300203	needs-edit	L6-22,30-40,71-75: Replace scaffold/task narrative with current module rules; retain concise flat-config option replacement and dynamic-import rationale.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/h3-resolution.test.ts	dac4413e52c2c3cd99b4803a6dcec9015c426cbc	needs-edit	L7-22: Remove obsolete src/server/middleware path and historical fix narrative. Preserve why h3 resolution runs in a child with NODE_PATH cleared.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/home-feature-module.test.ts	9d07ddf52d1e86e7b00d915438444db1523b3e81	needs-edit	L6-22,29-30: Remove migration/scout narrative and repeated export inventory; retain concise split-path and dynamic-import rationale.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/inquiries-feature-module.test.ts	90878fedd43fb33598d20dbff3bd8196fb165e9e	needs-edit	L6-33: Remove migration itinerary and stale claim that contact files still await repointing. | L94-97,213: Correct exclusion rationale: CONTACT_OWNED_BY_F7 contains one contact migration spec, not two contact files. Preserve avoidance of comment/scan self-matches.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
apps/web/src/__tests__/markdown-content-removed.test.ts	7655012de4713975002a187f2a07cb0ed881c13e	needs-edit	L6-24,46-49: Remove deletion/scout history; preserve why split strings avoid scan self-matches. Delete decorative separators and obvious dependency narration.	Full-file review found redundant or inaccurate commentary; see line-specific findings.
