path	baseline_blob	outcome	reason
apps/web/src/app/config/navigation.ts	ef96b3ad7a9137db8bf27552029b7abcf0c430ed	retained	navigation.ts contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/src/app/index.ts	fadf44ae9984f24fc4dd399c9e3c403d7dfb9d27	retained	Public exports only; no editorial material.
apps/web/src/app/lib/web-vitals.ts	0830049f002d997b4983adae3df56e9bd2c5b944	changed	Removed redundant labels and narration; retained concise constraints and required directives.
apps/web/src/app/styles.css	72a2c37d102de16037080faa1718b922fdf69889	changed	Removed redundant labels and narration; retained concise constraints and required directives.
apps/web/src/app/styles/showcase.css	1492bd3a41178e362072e6e9bccbc64a43695212	changed	Removed redundant labels and narration; retained concise constraints and required directives.
apps/web/src/features/.gitkeep	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	retained	Empty tracked feature-root placeholder; no editorial material.
apps/web/src/features/about/components/AboutHero.test.tsx	7ff188aa60a92bfa2732d31a2412a3a7dc7129c5	retained	AboutHero.test.tsx contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/src/features/about/components/AboutHero.tsx	a94159219c5fd57d776c7c466af3c532468fd5ed	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/about/components/Timeline.test.tsx	9748cd2da7aadb69c2dbc61cf39202ac95bbbaf5	retained	Timeline.test.tsx contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/src/features/about/components/Timeline.tsx	ebda5b4df906d83019d94a3560b4d01257e820f7	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/about/components/ValueIcon.tsx	f7c610d808441dfc0b7bd16fbe3d00adc1059623	retained	ValueIcon.tsx contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/src/features/about/index.ts	42a33e8f3defd37f0899cf60c623175a582c64c6	retained	Public exports only; no editorial material.
apps/web/src/features/contact/components/ContactForm.test.tsx	b7c5a9dcf774f9077a8b6ab0b3ce8917d5946d5a	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/contact/components/ContactForm.tsx	7969393834c301b741c973ad2a442445eb61236c	retained	ContactForm.tsx contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/src/features/contact/components/ContactFormFields.test.tsx	9c24647eae1fe1e660e0c2c828ab45e878ea004f	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/contact/components/ContactFormFields.tsx	5a31d605cc7897ec227055cfa5ba8e4d26a3fba3	retained	ContactFormFields.tsx contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/src/features/contact/components/ContactFormSuccess.test.tsx	6115c521679e1ce2d54cd7c03186c5202c90c611	retained	ContactFormSuccess.test.tsx contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/src/features/contact/components/ContactFormSuccess.tsx	7a5ded3a48d38061f02b805ad69988911aad517c	retained	ContactFormSuccess.tsx contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/src/features/contact/index.ts	519f62f3611235671af155d7e4f6313fb42f722b	retained	Public exports only; no editorial material.
apps/web/src/features/contact/lib/contact-form.schema.ts	71f09e96385227e43a0f92cc6c9210155f821304	retained	contact-form.schema.ts contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/src/features/home/components/FeaturedWork.test.tsx	597272600d0402e68a8d474f07109288f26e8e39	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/home/components/FeaturedWork.tsx	7ce381a90a9b8a2d7d561d075f0e302cfd9ccaeb	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/home/components/Hero.test.tsx	1c9d317e8494962921a9bfa726f1e5e19ea4ef6c	retained	Hero.test.tsx contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/src/features/home/components/Hero.tsx	626b6a0d4ba1f5c8b2c4408f77c836a8e33b4272	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/home/components/ServicesGrid.test.tsx	d6592c3d0311ae30973527b64d696bc8e5c720ba	retained	ServicesGrid.test.tsx contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/src/features/home/components/ServicesGrid.tsx	ff5de2c0d5d32ba5b3dcb72941a9c5748f70c456	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/home/components/SkillsShowcase.test.tsx	3df1d84027f6a73d0f7e71d579ee9765eca23c41	retained	SkillsShowcase.test.tsx contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/src/features/home/components/SkillsShowcase.tsx	2d5f26a8403c5ea5410e8538e7de73fce9feb98b	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/home/index.ts	0f32874b8776ef80d91726795165e4107053e922	retained	Public exports only; no editorial material.
apps/web/src/features/inquiries/index.ts	415e4352bc3a56ad1e5c8057bcc584ce34111e3d	retained	Public exports only; no editorial material.
apps/web/src/features/inquiries/lib/inquiries.test.ts	832f1f277b0a0637e4d1afffd627c1a1f5a65bb1	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/inquiries/lib/inquiries.ts	03eace856f578f1f84ed3cadd82d38b91eae0507	retained	Two concise exported status-mapping descriptions explain API/UI casing and match the maps.
apps/web/src/features/inquiries/server-fns/inquiries.test.ts	7b56bb7e53fb63d92f53d12224ec64ec3cfa1dc1	retained	inquiries.test.ts contains behavior assertions and fixtures without editorial comments needing changes.
apps/web/src/features/inquiries/server-fns/inquiries.ts	3d2840219b3c31d98c3722e74f5b4491a6c73817	retained	inquiries.ts contains implementation or rendered UI copy without editorial comments needing changes.
apps/web/src/features/notifications/components/NotificationBell.test.tsx	01d6dde6cfb34fab30056202020a8da355679d0b	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/components/NotificationBell.tsx	0c2a46c9ed1f50e7b59726c542b56d99e2124856	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/components/NotificationRow.test.tsx	15838a20ba5bf3df9115589787b2e3438a9309be	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/components/NotificationRow.tsx	0ff36487536a3be56072a713aed2cf7dfb1966c0	retained	Read full NotificationRow.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/hooks/EventStreamProvider.tsx	48feef72b8cb96198e563790ea20dac5917e581f	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/hooks/useEventStream.test.ts	d04d5b2e2a1cdf78203578490cfe22b109e76cbc	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/hooks/useEventStream.ts	8052407c80dcd285c9c15c32d376df22d74e7e36	retained	Read full useEventStream.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/hooks/useEventStreamEvents.test.ts	91aeef136cbb3f422d39231eed77ce15f1fc7eb0	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/hooks/useEventStreamEvents.ts	60545742876ba7bbf922e527bb280ad7a5f4d60c	retained	Read full useEventStreamEvents.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/hooks/useNotificationFilters.test.ts	d4a100a528179768f42568f8d4e1cf990519c61a	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/hooks/useNotificationFilters.ts	3f1db8d1ce96afb6fe37757c49513d4138d722f8	retained	Read full useNotificationFilters.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/hooks/useNotificationSelection.test.ts	a9ce0949437dbea56e4bfb0e9f9ef0befc953cf8	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/hooks/useNotificationSelection.ts	ad255e0f7390c8d2019fd6440658da0c6d368e93	retained	Read full useNotificationSelection.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/hooks/usePushNotifications.test.tsx	0e27dfd46e193831497f5bae6c565533b1eb70ad	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/hooks/usePushNotifications.ts	bf987038b5dc75a09cd7cd9061250893d09a87b9	retained	Read full usePushNotifications.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/index.ts	fc4c81395561209b76ee95cc8805d280e2b30ccd	retained	Read full index.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/lib/query-utils.test.ts	d36a455e4bf97574f4059b7b95899f6af9edb650	retained	Read full query-utils.test.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/lib/query-utils.ts	5a6c2f47b212c2586fad67773c983a1bae6a2ed5	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/notifications/lib/routing.test.ts	82e35f4e3ec9b12b04360e285388aeec1ca2faf9	retained	Read full routing.test.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/lib/routing.ts	40053551629da2fffda2198482cb44ed47ffcb26	retained	Read full routing.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/server-fns/notifications.test.ts	26eb0bd9b400c7ddb7b90b95e7a88d62cbcaa902	retained	Read full notifications.test.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/notifications/server-fns/notifications.ts	c825533d27db8c9486deeee5d888ca959f34008f	retained	Read full notifications.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/projects/components/ProjectCard.test.tsx	fc0fcfcba7ad8368377e17765a405fe44a9ad892	retained	Read full ProjectCard.test.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/projects/components/ProjectCard.tsx	3acd3967bc70425ec1629cc08378b69573b4eb3c	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/projects/components/ProjectFilter.test.tsx	9ab4cf249f522528dfeed455ac1efc7ee80fd20e	retained	One short comment explains the otherwise nonobvious total button count across two filter groups.
apps/web/src/features/projects/components/ProjectFilter.tsx	834eb21cc0a78352183dcd8d58091331a2f0c804	changed	Removed redundant markup or test narration and shortened useful rationale; corrected stale claims where present. Preserved executable code, directives, and rendered text.
apps/web/src/features/projects/content/bcordes.test.tsx	215d9efe790c5b43e8ec3cca11dc58b37d143c2f	retained	Read full bcordes.test.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/projects/content/bcordes.tsx	6fc0b5c65254b9d4ece3d9b795175963c207664c	retained	Public project content, not comments or implementation documentation. No source comments; factual copy caveats recorded separately in summary.
apps/web/src/features/projects/content/index.test.ts	f2d21059ebb864f91367c7e7a2e122610fa486bb	retained	Only comment is the functional Vitest environment directive; preserve it.
apps/web/src/features/projects/content/index.ts	87bcce04eecc97d1cf45c1409b1fe982da55ce2d	retained	Read full index.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/projects/content/wallow.test.tsx	a991c0a5877e16d858d67413ded181db58c1bd98	retained	Read full wallow.test.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/features/projects/content/wallow.tsx	28999668c0d3104d08eb34d2f094e25958455dd3	retained	Public project content, not comments or implementation documentation. No source comments; factual copy caveats recorded separately in summary.
apps/web/src/features/projects/index.ts	c8832c9d1daaf9d8a9a3012bcc9b3d1ed8219a6a	retained	Read full index.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routeTree.gen.ts	ecbac878deab7d8de8d47a7a0dc6047cce9356eb	excluded	Generated TanStack route tree; edit generator inputs instead.
apps/web/src/router.ssr-query.test.tsx	6159e6d100571f0b74dd986e17c57456058d24f5	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/router.test.tsx	bd4668a8b7da47e8c4fbe6e5a87ae55cd98de7fe	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/router.tsx	1dd449c9f9ba98f3d23229d850ad0454358e3614	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/__root.test.tsx	630a936fed1a6677187ca594ce683c67fb610ce3	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/__root.tsx	453e777ce0abee38c7fe4a16e812ea7a35bd4a32	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/about.test.tsx	882b10227b4b848f5089869e42d28816c551525b	retained	Read full about.test.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/about.tsx	12cdc06b97f74437e6ac5a151041fdaa1d1bb6ad	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/api/health.test.ts	53a8b08b4c0f6fea6debc5581f09ff9129c7894d	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/api/health.ts	6baf2220929da21ed519a582e297dac537e3ffe4	retained	Only comment is an ESLint directive guarding the health-response branch; preserve it.
apps/web/src/routes/auth/error.tsx	34171977c637ba8a410d3043adb07dec662fbfc9	retained	Read full error.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/auth/me.test.ts	572cbc2e7b4d40c6f47738fff5d486b88a6c74c9	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/auth/me.ts	161d3b7af5e5f8eac9f699b4ce98e5b378ed78e1	retained	Read full me.ts; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/contact.test.tsx	c78a60dbf79be3a69eaa26818419f3d7583bb85e	retained	Read full contact.test.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/contact.tsx	ededb83c5fcca52db4ef0440c91221d27deb2544	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/inquiries.$id.test.tsx	1addbb13f9c01f6523684cf124086082a5afdcce	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/inquiries.$id.tsx	a2122cf28da7ad76ca7014cad65bc9ae87dc30e9	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/inquiries.index.test.tsx	a6af592158ad23211811b943263a3f799ded67a5	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/inquiries.index.tsx	597e314bb022aa35bdb7da83da81ff3e8c7e82e0	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/inquiries.test.tsx	544c22e302172aa1a41537e651acb533f970dbbd	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/inquiries.tsx	78c213b89f8f17d3e96a1dccf02c518e39ca1844	retained	Read full inquiries.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/dashboard/notifications.index.test.tsx	a23659fc751043c43033503e0871818ccbca4548	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/notifications.index.tsx	fe69500ceaaa88f4d06dcad3b9d7a3004be6a3f5	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/notifications.test.tsx	f5de220ff294a40a55f5310c7169bd4b60f49970	retained	Read full notifications.test.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/dashboard/notifications.tsx	9852bc14b9adb090324d566a55448d283dcebad8	retained	Read full notifications.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/dashboard/settings.index.test.tsx	932e11096db02bc03659e6be3a082f5ded79b2b0	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
apps/web/src/routes/dashboard/settings.index.tsx	97819b7b4c2ec5012ea205fe0a4548536c606397	retained	Two short comments distinguish optimistic update and rollback; useful local state rationale.
apps/web/src/routes/dashboard/settings.test.tsx	51320c2b0133d05f88efd06460e7e6e7fce1a3d8	retained	Read full settings.test.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/dashboard/settings.tsx	d3f0577a48588d1cda7edc9454a54993507c30a3	retained	Read full settings.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/index.test.tsx	126386bbca1b060414a2f561cc020c53dc846f98	retained	Read full index.test.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/index.tsx	3f00d4ff90a2dd30a6a63c889d7284bde66c6066	retained	Read full index.tsx; no editorial comment material. Preserve code, fixture strings and user-visible text.
apps/web/src/routes/projects/$slug.component.test.tsx	62e58b4aef8edf191316012dbaaa094a109d754a	changed	Removed redundant labels and narration; retained or shortened useful test constraints without changing behavior.
